case_id,child_id,assigned_family,decision,selected_candidate_label,confidence,relationship_type,rationale,candidate_ranking,selected_parent_id,retrieval_sources,word5_score,word5_rank,word10_score,word10_rank,bm25_score,bm25_rank,function_score,function_rank
SHC088,14905,trade_proclamation,candidate,C22,0.99,both,"C22 is the direct, expressly cited predecessor and supplies most of the child's concrete drafting structure and language: the same continuing Tariff Commission investigation, expiration of the prior year's almond fees, a new annual report, matching findings of threatened interference and necessity, and an operative fee provision using the same product description, entry terminology, ad valorem cap, annual period, and additional-duties clause. The child updates the dates and almond threshold, simplifies the almond fee to apply only above 5,000,000 pounds, and adds filberts. C03 and C23 are earlier iterations of the same almond-fee machinery but are less immediate and less closely matched.",C22|C03|C23,14944,bm25|function|word10|word5,0.7067065834999084,1,0.5619332194328308,1,640.3379068042246,1,0.7087759971618652,4
SHC089,18753,trade_proclamation,candidate,C17,0.99,both,"C17 plausibly supplied a concrete and material drafting template. It uses the same Section 301 retaliation framework, nearly identical statutory exposition, the same modification of Subpart B of part 2 of the TSUS Appendix, and a closely parallel delegation allowing USTR to suspend, modify, or terminate the trade measure through a Federal Register determination. The child adapts that machinery from increased duties against Japan to quantitative restrictions and tariff-concession suspensions responding to the EEC. C16 has highly similar USTR delegation language, while C01 closely matches the Section 301 recitals and EEC-focused tariff retaliation, but neither matches the child's overall structure as fully as C17.",C17|C16|C01,18785,bm25|function|word10|word5,0.34812048077583313,1,0.25989463925361633,1,453.576200870002,1,0.6586172580718994,3
SHC090,19790,trade_proclamation,none,,0.91,none,"No candidate contains the child's distinctive mechanism: quoting headnote 3's consumption-change formula, making a USITC-report-based determination that broom consumption substantially changed since 1965, and replacing two quota quantities by the resulting adjusted figures. C23 is strongest because it likewise amends quantitative tariff provisions and substitutes revised quota-related text, while C19 concerns establishment of a tariff-rate quota and C01 uses similar TSUS-amendment and effective-date phrasing. Those similarities are standard tariff-proclamation machinery rather than evidence that any candidate materially supplied the child's drafting template.",C23|C19|C01,,,,,,,,,,
SHC091,16208,trade_proclamation,candidate,C15,0.98,both,"C15 plausibly supplied a concrete drafting template for the child. The two proclamations share a distinctive sequence: establish authority to designate GSP articles and modify HTS nomenclature; determine article eligibility, country-specific restoration and termination, and competitive-need treatment; then implement those determinations through annex-based HTS modifications, parallel Rates of Duty 1-Special subparagraphs, a general-note amendment, supersession, and annex-specific effective dates. Most tellingly, the child's paragraph (3)(a)-(d) closely tracks C15's paragraph (2)(a)-(d), including the India exception and the paired restoration/termination provisions. C19 is also extremely close, but C15 more directly matches the child's operative sequence and India-specific formulation. C01 is a strong earlier ancestor of the same architecture but is less textually proximate.",C15|C19|C01,16641,bm25|function|word10|word5,0.2932257652282715,2,0.15563812851905823,2,462.1785385912816,3,0.7741773128509521,2
SHC092,12443,trade_proclamation,candidate,C05,0.94,both,"C05 plausibly supplied a material template. It shares the specific entrepreneurship-centered commemorative structure, describes entrepreneurs as risk-takers who promote economic growth, and culminates in nearly matching operative language proclaiming an observance and calling on all Americans to commemorate it with appropriate activities. C09 and C02 have similar proclamation mechanics, but their overlap is primarily conventional observance language without the distinctive entrepreneurship connection.",C05|C09|C02,16401,function,0.0122545650228858,158,0.004982820712029934,160,255.5728503027297,32,0.7036268711090088,1
SHC093,19633,trade_proclamation,candidate,C03,0.97,both,"C03 plausibly supplied a concrete drafting template for the child. Beyond their common trade subject, the two proclamations use a highly parallel sequence of recitals: a finding that existing duties unduly burden foreign trade; publication of article lists and review by the tariff commission; public hearings through a committee designated by the Special Representative; receipt of advice from the same cabinet departments; execution of a bilateral trade agreement through a duly empowered representative; and implementation through annex-based modification of the Tariff Schedules. Their operative provisions likewise culminate in annex-based TSUS modification with a specified effective date. C08 and C23 share much of this machinery and language, but C03 is the closest overall match because it combines the full recital sequence with nearly the same two-part operative structure.",C03|C08|C23,14233,bm25|word10|word5,0.26398369669914246,1,0.12113427370786667,1,310.62151964739087,3,0.586599588394165,57
SHC094,19822,trade_proclamation,candidate,C08,0.99,both,"C08 is an exceptionally strong template: it is the earlier partial termination of the very same Canadian meat-import restrictions, is expressly referenced by the child, and uses nearly identical recitals, statutory authority, operative sequence, TSUS-amendment machinery, and effective-date language. The child adapts C08 by terminating the remaining beef-and-veal restriction and deleting item 945.03 rather than the cattle, swine, and pork provisions. C14 and C22 also contain analogous termination-and-deletion structures, but neither approaches C08's same regulatory program and close language.",C08|C14|C22,19851,bm25|function|word10|word5,0.55784010887146,1,0.40563103556632996,1,455.2698516215471,1,0.8429253101348877,1
SHC095,14549,trade_proclamation,candidate,C17,0.93,both,"C17 plausibly supplied a material drafting template. It uses the same section 22 sequence: advice from the Secretary of Agriculture, a presidential request for a Tariff Commission investigation, Commission findings and recommendations, a presidential finding of threatened interference with a price-support program, a declaration that quantitative restrictions are necessary, and an operative aggregate-pound quota for a current period and subsequent years followed by the statutory 50-percent representative-period comparison. The child closely adapts that machinery and language from butterfat products to prespinning cotton products. C04 and C11 are also strong quota precedents, especially for the operative aggregate-limit and proportionality language, but their quotas are limited to a single crop-year period and contain additional country allocations or exemptions absent from the child.",C17|C04|C11,14800,bm25|word10|word5,0.4160338342189789,1,0.25454679131507874,1,375.6903926000467,1,0.6043941378593445,18
SHC096,14234,trade_proclamation,candidate,C14,0.99,both,"C14 is the concrete drafting template and expressly identified antecedent. The child repeats nearly verbatim C14's first three recitals concerning the January 16, 1965 automotive agreement, Canada's January 18 implementation, and the Automotive Products Trade Act. It then reuses the same determination-and-proclamation machinery: identify the statutory tariff authority, determine January 18, 1965 as the earliest practicable retroactive date, proclaim modifications to the Tariff Schedules, and distinguish the date of entry into force from retroactive applicability to entered or warehoused articles. The child adapts that template to additional automotive items found commercially significant under section 201(b). C20 and C22 share tariff-agreement implementation machinery but lack this uniquely close factual, statutory, and textual correspondence.",C14|C20|C22,14295,bm25|function|word10|word5,0.4659186601638794,1,0.4029475748538971,1,435.0514930797148,1,0.6468235850334167,3
SHC097,17054,trade_proclamation,candidate,C09,0.99,both,"C09 plausibly supplied a concrete and extensive drafting template. The child repeats its opening GSP/HTS recital, determination language, and a distinctive operative sequence: Annex I article-eligibility modifications; Annex II changes to the Rates of Duty 1-Special subcolumn; Annex III country-specific exclusions; continuation of staged Canadian and Israeli reductions by replacing rates marked “CA” and “IL”; supersession of inconsistent prior directives; and dual-date effectiveness. C08 and C22 share substantial portions of the same machinery, but C09 is materially closer because it includes both the Canadian and Israeli staged-reduction provisions in nearly the same sequence and language.",C09|C08|C22,17093,bm25|function|word10|word5,0.619575560092926,1,0.4233640432357788,1,448.7831639983468,1,0.7808583974838257,1
SHC098,15183,trade_proclamation,candidate,C15,0.99,both,"C15 is the immediately preceding proclamation in the same supplementing series and supplies the child's concrete two-part drafting architecture: recitals identifying newly effective contracting parties, a determination that previously withheld Schedule XX concessions should be applied, corresponding removal of those concessions from the December 16 withholding list, application of their duty rates subject to the same agreements and qualifications, and amendment of the January 1 Cuban-agreement list. The child closely reproduces C15's distinctive operative language while substituting new governments, dates, concessions, and Cuban-list deletions. C24 and C16 also use substantially the same tariff machinery, but C15 is the closest and most complete template.",C15|C24|C16,15187,bm25|function|same_family_recent|word10|word5,0.8067226409912109,1,0.7374332547187805,1,464.866181613222,1,0.7279896140098572,3
SHC099,13943,trade_proclamation,candidate,C18,0.99,both,"C18 is a concrete, material drafting template for the child. Both implement the same agreement country-by-country and share nearly identical recitals concerning the Agreement, statutory authority, removal from GSP/CBERA/CBTPA, and section 604 authority. Their operative provisions use the same machinery: modify the HTS through incorporation by reference of a country-specific USITC publication, prescribe entry/warehouse effective dates, and supersede inconsistent prior directives. The child adapts C18 from Honduras and Nicaragua to Guatemala while omitting the separate staged-duty provision. C21 is another strong same-agreement template, while C02 supplies a closely parallel but less specific free-trade-agreement form.",C18|C21|C02,15220,bm25|function|word10|word5,0.8017775416374207,1,0.713132381439209,1,575.5894052814367,1,0.8326528668403625,1
SHC100,18198,trade_proclamation,candidate,C09,0.99,both,"C09 is the immediately preceding World Trade Week proclamation and supplies both the child's operative language almost verbatim and substantial portions of its policy narrative. The two directives share the distinctive formulation that free, fair, and reciprocal trade is essential; focus on farmers, ranchers, manufacturers, entrepreneurs, and a level playing field; describe modernizing trade agreements; and discuss KORUS and replacing the outdated and unbalanced NAFTA with USMCA. C11 is another close predecessor with the same observance formula and trade-policy framing, while C17 shares updated 2020 descriptions of USMCA and the China agreement but is less structurally aligned.",C09|C11|C17,12090,bm25|function|word10|word5,0.10682281106710434,1,0.05049680918455124,1,403.8392033915298,1,0.8108921051025391,1
