document_id,url,date,president,doc_type,term,source_file,authority_category,self_executing_category,rationale,evidence_phrase,evidence_excerpt,directive_title,vesting_clauses
15933,https://www.presidency.ucsb.edu/documents/proclamation-7283-greek-independence-day-national-day-celebration-greek-and-american,"March 24, 2000",William J. Clinton,proclamation,Second,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim March 25, 2000, as Greek Independence Day: A National Day of Celebration of Greek and American Democracy. I call upon all Americans to observe this day with appropriate ceremonies","..., President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim March 25, 2000, as Greek Independence Day: A National Day of Celebration of Greek and American Democracy. I call upon all Americans to observe this day with appropriate ceremonies, activities, and programs. In Witness Whereof, I have hereunto set my hand this twenty-fourth day of March, in the year of our Lord two th...",Proclamation 7283 Greek Independence Day National Day Celebration Greek And American,"[""by virtue of the authority vested in me by the Constitution and the laws of the United States,"", ""Now, Therefore, I, William J. Clinton, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States""]"
15934,https://www.presidency.ucsb.edu/documents/proclamation-7282-education-and-sharing-day-usa-2000,"March 24, 2000",William J. Clinton,proclamation,Second,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim March 28, 2000, as Education and Sharing Day, U.S.A. I invite Government officials, educators, volunteers, and all the citizens of the United States to observe this day with appropriate activities","...nton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States, do hereby proclaim March 28, 2000, as Education and Sharing Day, U.S.A. I invite Government officials, educators, volunteers, and all the citizens of the United States to observe this day with appropriate activities, programs, and ceremonies. In Witness Whereof, I have hereunto set my hand this twenty-fourth day of March, in the year of our Lord two th...",Proclamation 7282 Education And Sharing Day Usa 2000,"[""by virtue of the authority vested in me by the Constitution and laws of the United States,"", ""Now, Therefore, I, William J. Clinton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States""]"
15937,https://www.presidency.ucsb.edu/documents/proclamation-7279-irish-american-heritage-month-2000,"March 01, 2000",William J. Clinton,proclamation,Second,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,do hereby proclaim March 2000 as Irish-American Heritage Month. I call upon all the people of the United States to observe this month with appropriate ceremonies,"...nton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States, do hereby proclaim March 2000 as Irish-American Heritage Month. I call upon all the people of the United States to observe this month with appropriate ceremonies, programs, and activities. In Witness Whereof, I have hereunto set my hand this first day of March, in the year of our Lord two thousand,...",Proclamation 7279 Irish American Heritage Month 2000,"[""by virtue of the authority vested in me by the Constitution and laws of the United States,"", ""Now, Therefore, I, William J. Clinton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States""]"
15938,https://www.presidency.ucsb.edu/documents/proclamation-7276-national-colorectal-cancer-awareness-month-2000,"February 29, 2000",William J. Clinton,proclamation,Second,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,do hereby proclaim March 2000 as National Colorectal Cancer Awareness Month,"...nton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States, do hereby proclaim March 2000 as National Colorectal Cancer Awareness Month. I encourage health care providers, advocacy groups, policymakers, and concerned citizens across the country to help raise public awareness...",Proclamation 7276 National Colorectal Cancer Awareness Month 2000,"[""by virtue of the authority vested in me by the Constitution and laws of the United States,"", ""Now, Therefore, I, William J. Clinton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States""]"
15944,https://www.presidency.ucsb.edu/documents/proclamation-7272-national-consumer-protection-week-2000,"February 11, 2000",William J. Clinton,proclamation,Second,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim February 14 through February 20, 2000, as National Consumer Protection Week","..., President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim February 14 through February 20, 2000, as National Consumer Protection Week. I call upon government officials, industry leaders, consumer advocates, and the American people to participate in programs promoting safe...",Proclamation 7272 National Consumer Protection Week 2000,"[""by virtue of the authority vested in me by the Constitution and the laws of the United States,"", ""Now, Therefore, I, William J. Clinton, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States""]"
15946,https://www.presidency.ucsb.edu/documents/proclamation-7270-national-african-american-history-month-2000,"January 31, 2000",William J. Clinton,proclamation,Second,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim February 2000 as National African American History Month. I call upon public officials, educators, librarians, and all the people of the United States to observe this month","...nton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States, do hereby proclaim February 2000 as National African American History Month. I call upon public officials, educators, librarians, and all the people of the United States to observe this month with appropriate ceremonies, activities, and programs that raise awareness and appreciation of African American history. In Witness Whereo...",Proclamation 7270 National African American History Month 2000,"[""by virtue of the authority vested in me by the Constitution and laws of the United States,"", ""Now, Therefore, I, William J. Clinton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States""]"
15947,https://www.presidency.ucsb.edu/documents/proclamation-7269-national-biotechnology-month-2000,"January 19, 2000",William J. Clinton,proclamation,Second,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,agency reporting/review/coordination directive,"agencies with sufficient resources to maintain sound, science-based review","...om of scientific inquiry. We must protect patients from the misuse or abuse of sensitive medical information and provide Federal regulatory agencies with sufficient resources to maintain sound, science-based review and regulation of biotechnology products. And we must strive to ensure that science-based regulatory programs worldwide promote public safe...",Proclamation 7269 National Biotechnology Month 2000,"[""by virtue of the authority vested in me by the Constitution and laws of the United States,"", ""Now, Therefore, I, William J. Clinton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States""]"
15948,https://www.presidency.ucsb.edu/documents/proclamation-7267-religious-freedom-day-2000,"January 14, 2000",William J. Clinton,proclamation,Second,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim January 16, 2000, as Religious Freedom Day. I call upon the people of the United States to observe this day with appropriate ceremonies","..., President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim January 16, 2000, as Religious Freedom Day. I call upon the people of the United States to observe this day with appropriate ceremonies, activities, and programs, and I urge all Americans to reaffirm their devotion to the fundamental principles of religious freedom and toler...",Proclamation 7267 Religious Freedom Day 2000,"[""by virtue of the authority vested in me by the Constitution and the laws of the United States,"", ""Now, Therefore, I, William J. Clinton, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States""]"
15949,https://www.presidency.ucsb.edu/documents/proclamation-7268-martin-luther-king-jr-federal-holiday-2000,"January 14, 2000",William J. Clinton,proclamation,Second,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim Monday, January 17, 2000, as the Martin Luther King, Jr., Federal Holiday. I call upon all Americans to observe this occasion with appropriate programs, ceremonies","...nton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States, do hereby proclaim Monday, January 17, 2000, as the Martin Luther King, Jr., Federal Holiday. I call upon all Americans to observe this occasion with appropriate programs, ceremonies, and activities in honor of Dr. King's life and achievements and in response to his call to service. In Witness Whereof, I have hereunto s...",Proclamation 7268 Martin Luther King Jr Federal Holiday 2000,"[""by virtue of the authority vested in me by the Constitution and laws of the United States,"", ""Now, Therefore, I, William J. Clinton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States""]"
15956,https://www.presidency.ucsb.edu/documents/proclamation-7260-bicentennial-commemoration-the-death-george-washington,"December 13, 1999",William J. Clinton,proclamation,Second,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"proclaim December 14, 1999, as a day","...that we acknowledge our enduring debt to this great man. The Congress, by Senate Concurrent Resolution 83, has requested the President to proclaim December 14, 1999, as a day to commemorate the 200th anniversary of the death of George Washington. Now, Therefore, I, William J. Clinton, by the authority vested in...",Proclamation 7260 Bicentennial Commemoration The Death George Washington,"[""by the authority vested in me as President by the Constitution and laws of the United States of America,""]"
15958,https://www.presidency.ucsb.edu/documents/proclamation-7258-human-rights-day-bill-rights-day-and-human-rights-week-1999,"December 06, 1999",William J. Clinton,proclamation,Second,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim December 10, 1999, as Human Rights Day; December 15, 1999, as Bill of Rights Day; and the week beginning December 10, 1999, as Human Rights Week","...nton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States, do hereby proclaim December 10, 1999, as Human Rights Day; December 15, 1999, as Bill of Rights Day; and the week beginning December 10, 1999, as Human Rights Week. I call upon the people of the United States to celebrate these observances with appropriate activities, ceremonies, and programs that demo...",Proclamation 7258 Human Rights Day Bill Rights Day And Human Rights Week 1999,"[""by virtue of the authority vested in me by the Constitution and laws of the United States,"", ""Now, Therefore, I, William J. Clinton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States""]"
15959,https://www.presidency.ucsb.edu/documents/proclamation-7257-national-drunk-and-drugged-driving-prevention-month-1999,"November 30, 1999",William J. Clinton,proclamation,Second,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,do hereby proclaim December 1999 as National Drunk and Drugged Driving Prevention Month,"...nton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States, do hereby proclaim December 1999 as National Drunk and Drugged Driving Prevention Month. I urge all Americans to recognize the dangers of impaired driving, to take responsibility for themselves and others around them, to preven...",Proclamation 7257 National Drunk And Drugged Driving Prevention Month 1999,"[""by virtue of the authority vested in me by the Constitution and laws of the United States,"", ""Now, Therefore, I, William J. Clinton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States""]"
15960,https://www.presidency.ucsb.edu/documents/proclamation-7256-world-aids-day-1999,"November 29, 1999",William J. Clinton,proclamation,Second,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim December 1, 1999, as World AIDS Day","...nton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States, do hereby proclaim December 1, 1999, as World AIDS Day. I invite the Governors of the States and the Commonwealth of Puerto Rico, officials of the other territories subject to the jurisdiction o...",Proclamation 7256 World Aids Day 1999,"[""by virtue of the authority vested in me by the Constitution and laws of the United States,"", ""Now, Therefore, I, William J. Clinton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States""]"
15961,https://www.presidency.ucsb.edu/documents/proclamation-7255-thanksgiving-day-1999,"November 20, 1999",William J. Clinton,proclamation,Second,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim Thursday, November 25, 1999, as a National Day","...nton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States, do hereby proclaim Thursday, November 25, 1999, as a National Day of Thanksgiving. I encourage all the people of the United States to assemble in their homes, places of worship, or community centers to sha...",Proclamation 7255 Thanksgiving Day 1999,"[""by virtue of the authority vested in me by the Constitution and laws of the United States,"", ""Now, Therefore, I, William J. Clinton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States""]"
15962,https://www.presidency.ucsb.edu/documents/proclamation-7253-national-family-week-1999,"November 19, 1999",William J. Clinton,proclamation,Second,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim November 21 through November 27, 1999, as National Family Week","...nton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States, do hereby proclaim November 21 through November 27, 1999, as National Family Week. I call upon Federal, State, and local officials to honor American families with appropriate programs and activities, and I urge all the pe...",Proclamation 7253 National Family Week 1999,"[""by virtue of the authority vested in me by the Constitution and laws of the United States,"", ""Now, Therefore, I, William J. Clinton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States""]"
15963,https://www.presidency.ucsb.edu/documents/proclamation-7254-national-family-caregivers-week-1999,"November 19, 1999",William J. Clinton,proclamation,Second,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim November 21 through November 27, 1999, as National Family Caregivers Week","...nton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States, do hereby proclaim November 21 through November 27, 1999, as National Family Caregivers Week. I call upon all Americans to pay tribute to and acknowledge the contributions of caregivers to the quality of our national life. In Witne...",Proclamation 7254 National Family Caregivers Week 1999,"[""by virtue of the authority vested in me by the Constitution and laws of the United States,""]"
15964,https://www.presidency.ucsb.edu/documents/proclamation-7251-national-great-american-smokeout-day-1999,"November 18, 1999",William J. Clinton,proclamation,Second,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim November 18, 1999, as National Great American Smokeout Day","...nton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States, do hereby proclaim November 18, 1999, as National Great American Smokeout Day. I call upon all Americans to join together in an effort to educate our children about the dangers of tobacco use, and I urge both smokers...",Proclamation 7251 National Great American Smokeout Day 1999,"[""by virtue of the authority vested in me by the Constitution and laws of the United States,"", ""Now, Therefore, I, William J. Clinton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States""]"
15971,https://www.presidency.ucsb.edu/documents/proclamation-7245-national-adoption-month-1999,"October 28, 1999",William J. Clinton,proclamation,Second,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,do hereby proclaim November 1999 as National Adoption Month. I urge all Americans to observe this month,"...nton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States, do hereby proclaim November 1999 as National Adoption Month. I urge all Americans to observe this month with appropriate programs and activities to honor adoptive families and to participate in efforts to find permanent, loving homes for waiti...",Proclamation 7245 National Adoption Month 1999,"[""by virtue of the authority vested in me by the Constitution and laws of the United States,"", ""Now, Therefore, I, William J. Clinton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States""]"
15972,https://www.presidency.ucsb.edu/documents/proclamation-7244-united-nations-day-1999,"October 22, 1999",William J. Clinton,proclamation,Second,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim October 24, 1999, as United Nations Day. I encourage all Americans to acquaint themselves with the activities and accomplishments of the United Nations and to observe this day","...nton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States, do hereby proclaim October 24, 1999, as United Nations Day. I encourage all Americans to acquaint themselves with the activities and accomplishments of the United Nations and to observe this day with appropriate ceremonies, programs, and activities furthering the goal of international cooperation. In Witness Whereof, I have hereunt...",Proclamation 7244 United Nations Day 1999,"[""by virtue of the authority vested in me by the Constitution and laws of the United States,"", ""Now, Therefore, I, William J. Clinton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States""]"
15973,https://www.presidency.ucsb.edu/documents/proclamation-7243-national-day-concern-about-young-people-and-gun-violence-1999,"October 21, 1999",William J. Clinton,proclamation,Second,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim October 21, 1999, as a National Day of Concern About Young People and Gun Violence. On this day","...nton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States, do hereby proclaim October 21, 1999, as a National Day of Concern About Young People and Gun Violence. On this day, I call upon all Americans to commit themselves anew to helping our young people avoid violence, to setting a good example, and to restorin...",Proclamation 7243 National Day Concern About Young People And Gun Violence 1999,"[""by virtue of the authority vested in me by the Constitution and laws of the United States,"", ""Now, Therefore, I, William J. Clinton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States""]"
15974,https://www.presidency.ucsb.edu/documents/proclamation-7242-national-character-counts-week-1999,"October 16, 1999",William J. Clinton,proclamation,Second,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim October 17 through October 23, 1999, as National Character Counts Week","...nton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States, do hereby proclaim October 17 through October 23, 1999, as National Character Counts Week. I call upon the people of the United States, government officials, educators, religious, community, and business leaders, and the States t...",Proclamation 7242 National Character Counts Week 1999,"[""by virtue of the authority vested in me by the Constitution and laws of the United States,"", ""Now, Therefore, I, William J. Clinton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States""]"
15982,https://www.presidency.ucsb.edu/documents/proclamation-7234-general-pulaski-memorial-day-1999,"October 06, 1999",William J. Clinton,proclamation,Second,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim Monday, October 11, 1999, as General Pulaski Memorial Day","...nton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States, do hereby proclaim Monday, October 11, 1999, as General Pulaski Memorial Day. I encourage all Americans to commemorate this occasion with appropriate programs and activities. In Witness Whereof, I have hereunto set...",Proclamation 7234 General Pulaski Memorial Day 1999,"[""by virtue of the authority vested in me by the Constitution and laws of the United States,"", ""Now, Therefore, I, William J. Clinton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States""]"
15983,https://www.presidency.ucsb.edu/documents/proclamation-7233-german-american-day-1999,"October 05, 1999",William J. Clinton,proclamation,Second,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim Wednesday, October 6, 1999, as German-American Day","..., President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim Wednesday, October 6, 1999, as German-American Day. I encourage all Americans to applaud the important contributions made to our country by our millions of citizens of German descent and to...",Proclamation 7233 German American Day 1999,"[""by virtue of the authority vested in me by the Constitution and the laws of the United States,"", ""Now, Therefore, I, William J. Clinton, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States""]"
15985,https://www.presidency.ucsb.edu/documents/proclamation-7231-fire-prevention-week-1999,"October 01, 1999",William J. Clinton,proclamation,Second,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,urge every family to develop a home fire escape plan and to practice it at least twice a year,"...The Great Escape!"" as the theme of this year's Fire Prevention Week. Fire spreads quickly, making a fast response essential to survival. I urge every family to develop a home fire escape plan and to practice it at least twice a year. The elements of a good plan include installing working smoke alarms on every level of the home, establishing two ways out of each room, an...",Proclamation 7231 Fire Prevention Week 1999,"[""by virtue of the authority vested in me by the Constitution and laws of the United States,"", ""Now, Therefore, I, William J. Clinton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States""]"
15986,https://www.presidency.ucsb.edu/documents/proclamation-7228-national-breast-cancer-awareness-month-1999,"September 30, 1999",William J. Clinton,proclamation,Second,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,do hereby proclaim October 1999 as National Breast Cancer Awareness Month,"...nton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States, do hereby proclaim October 1999 as National Breast Cancer Awareness Month. I call upon government officials, businesses, communities, health care professionals, educators, volunteers, and all the people of the Uni...",Proclamation 7228 National Breast Cancer Awareness Month 1999,"[""by virtue of the authority vested in me by the Constitution and laws of the United States,"", ""Now, Therefore, I, William J. Clinton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States""]"
15988,https://www.presidency.ucsb.edu/documents/proclamation-7230-national-domestic-violence-awareness-month-1999,"September 30, 1999",William J. Clinton,proclamation,Second,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,do hereby proclaim October 1999 as National Domestic Violence Awareness Month,"...nton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States, do hereby proclaim October 1999 as National Domestic Violence Awareness Month. I call upon government officials, law enforcement agencies, health professionals, educators, community leaders, and the American people to...",Proclamation 7230 National Domestic Violence Awareness Month 1999,"[""by virtue of the authority vested in me by the Constitution and laws of the United States,"", ""Now, Therefore, I, William J. Clinton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States""]"
15993,https://www.presidency.ucsb.edu/documents/proclamation-7225-national-historically-black-colleges-and-universities-week-1999,"September 17, 1999",William J. Clinton,proclamation,Second,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim September 19 through 25, 1999, as National Historically Black Colleges and Universities Week","...nton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States, do hereby proclaim September 19 through 25, 1999, as National Historically Black Colleges and Universities Week. I call upon the people of the United States, including government officials, educators, and administrators, to observe this week with appr...",Proclamation 7225 National Historically Black Colleges And Universities Week 1999,"[""by virtue of the authority vested in me by the Constitution and laws of the United States,"", ""Now, Therefore, I, William J. Clinton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States""]"
15995,https://www.presidency.ucsb.edu/documents/proclamation-7221-national-powmia-recognition-day-1999,"September 15, 1999",William J. Clinton,proclamation,Second,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim September 17, 1999, as National POW/MIA Recognition Day","...country. Now, Therefore, I, William J. Clinton, by virtue of the authority vested in me by the Constitution and laws of the United States, do hereby proclaim September 17, 1999, as National POW/MIA Recognition Day. I ask all Americans to join me in honoring former American prisoners of war and those whose fate is still undetermined. I also encourage t...",Proclamation 7221 National Powmia Recognition Day 1999,"[""by virtue of the authority vested in me by the Constitution and laws of the United States,""]"
15997,https://www.presidency.ucsb.edu/documents/proclamation-7219-contiguous-zone-the-united-states,"September 02, 1999",William J. Clinton,proclamation,Second,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,proclamation without direct private-party effect trigger,,,Proclamation 7219 Contiguous Zone The United States,"[""by the authority vested in me as President by the Constitution of the United States, and in accordance with international law,""]"
15998,https://www.presidency.ucsb.edu/documents/proclamation-7218-america-goes-back-school-1999,"August 27, 1999",William J. Clinton,proclamation,Second,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,proclamation without direct private-party effect trigger,,,Proclamation 7218 America Goes Back School 1999,"[""by virtue of the authority vested in me by the Constitution and laws of the United States,"", ""Now, Therefore, I, William J. Clinton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States""]"
15999,https://www.presidency.ucsb.edu/documents/proclamation-7216-minority-enterprise-development-week-1999,"August 25, 1999",William J. Clinton,proclamation,Second,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim September 19 through September 25, 1999, as Minority Enterprise Development Week","...nton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States, do hereby proclaim September 19 through September 25, 1999, as Minority Enterprise Development Week, and I call on all Americans to join together with minority business entrepreneurs across the country in appropriate observances. In Witne...",Proclamation 7216 Minority Enterprise Development Week 1999,"[""by virtue of the authority vested in me by the Constitution and laws of the United States,"", ""Now, Therefore, I, William J. Clinton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States""]"
16000,https://www.presidency.ucsb.edu/documents/proclamation-7217-small-manufacturing-week-1999,"August 25, 1999",William J. Clinton,proclamation,Second,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim September 19 through September 25, 1999, as Small Manufacturing Week, 1999. I invite all Americans to observe this week with appropriate ceremonies","...nton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States, do hereby proclaim September 19 through September 25, 1999, as Small Manufacturing Week, 1999. I invite all Americans to observe this week with appropriate ceremonies, activities, and programs that recognize the achievements of our Nation's small manufacturers. In Witness Whereof, I have hereunto set my...",Proclamation 7217 Small Manufacturing Week 1999,"[""by virtue of the authority vested in me by the Constitution and laws of the United States,"", ""Now, Therefore, I, William J. Clinton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States""]"
16001,https://www.presidency.ucsb.edu/documents/proclamation-7215-womens-equality-day-1999,"August 24, 1999",William J. Clinton,proclamation,Second,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim August 26, 1999, as Women's Equality Day. I call upon the citizens of our great Nation to observe this day","...nton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States, do hereby proclaim August 26, 1999, as Women's Equality Day. I call upon the citizens of our great Nation to observe this day with appropriate programs and activities. In Witness Whereof, I have hereunto set my hand this twenty-fourth day of August, in the year of...",Proclamation 7215 Womens Equality Day 1999,"[""by virtue of the authority vested in me by the Constitution and laws of the United States,"", ""Now, Therefore, I, William J. Clinton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States""]"
16003,https://www.presidency.ucsb.edu/documents/proclamation-7212-25th-anniversary-the-legal-services-corporation-1999,"July 26, 1999",William J. Clinton,proclamation,Second,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,proclamation without direct private-party effect trigger,,,Proclamation 7212 25Th Anniversary The Legal Services Corporation 1999,"[""by virtue of the authority vested in me by the Constitution and laws of the United States,"", ""Now, Therefore, I, William J. Clinton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States""]"
16012,https://www.presidency.ucsb.edu/documents/proclamation-7203-gay-and-lesbian-pride-month-1999,"June 11, 1999",William J. Clinton,proclamation,Second,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"proclaim June 1999 as Gay and Lesbian Pride Month. I encourage all Americans to observe this month with appropriate programs, ceremonies","...dent of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States, do thereby proclaim June 1999 as Gay and Lesbian Pride Month. I encourage all Americans to observe this month with appropriate programs, ceremonies, and activities that celebrate our diversity, and to remember throughout the year the gay and lesbian Americans whose many and varied contr...",Proclamation 7203 Gay And Lesbian Pride Month 1999,"[""by virtue of the authority vested in me by the Constitution and laws of the United States, do thereby proclaim June 1999 as Gay and Lesbian Pride Month."", ""Now, Therefore, I, William J. Clinton, President of the United States of America""]"
16016,https://www.presidency.ucsb.edu/documents/proclamation-7200-small-business-week-1999,"May 22, 1999",William J. Clinton,proclamation,Second,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim May 23 through May 29, 1999, as Small Business Week. I call upon Government officials and all the people of the United States to observe this week with appropriate ceremonies","...nton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States, do hereby proclaim May 23 through May 29, 1999, as Small Business Week. I call upon Government officials and all the people of the United States to observe this week with appropriate ceremonies, activities, and programs that celebrate the achievements of small business owners and encourage the development of new enterprises. In Wi...",Proclamation 7200 Small Business Week 1999,"[""by virtue of the authority vested in me by the Constitution and laws of the United States,"", ""Now, Therefore, I, William J. Clinton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States""]"
